"MINSAN";"DESCRIZIONE";"PP*1000";"CATEGORIA";"GIAC";"IVA";"P.P."
"921418099    ";"SHORT L CONTR BODY PLUS NE ML ";25200;"Parafarmaci";1;22;0,00
"921418087    ";"SHORT L CONTR BODY PLUS NE SM ";25200;"Parafarmaci";3;22;0,00
"921418164    ";"SHORT L CONTR BODY PLUS SKI ML";25200;"Parafarmaci";2;22;0,00
"904104193    ";"SIDERAL 20CPS                 ";19900;"Integratori alimentari";1;10;0,00
"938980188    ";"SIDERAL FORTE 20CPS           ";24900;"Integratori alimentari";2;10;0,00
"930535810    ";"SIDERAL GOCCE 30ML            ";18400;"Integratori alimentari";2;10;0,00
"908241021    ";"SILVER BLU 50ML               ";9000;"Prodotti igiene dentale       ";1;22;0,00
"905947382    ";"SILVERCAP COPPETTE ARG        ";44800;"Ausili sanitari               ";1;22;0,00
"930855782    ";"SIMEFLOR 10BUST MONODOSE 2G   ";13800;"Ausili sanitari               ";12;22;0,00
"931464034    ";"SINAIRE COMBI 30CPR           ";13400;"Integratori alimentari";2;10;0,00
"801379215    ";"SINALIA 2TUBI GRAN 160G       ";10500;"Prodotti omeopatici           ";1;10;0,00
"938422363    ";"SIR INS EXTRAFINE TUB 1ML G26 ";270;"Prodotti sanitari             ";10;22;0,00
"902041096    ";"SIR INSULINA BD 1ML G29 30PZ  ";9600;"Strumenti sanitari            ";2;22;0,00
"921317828    ";"SIR INSULINA PIC 1ML G26 1/2  ";270;"Prodotti sanitari             ";6;22;0,00
"909940330    ";"SIR PIC 10ML G22X1,25 CEN 1PZ ";320;"Strumenti sanitari            ";4;22;0,00
"906677885    ";"SIR PIC 2,5ML AGO14 UF 10PZ   ";3200;"Strumenti sanitari            ";2;22;0,00
"909897720    ";"SIR PIC 20ML G21X1,5 ECC 1PZ  ";480;"Strumenti sanitari            ";4;22;0,00
"909940518    ";"SIR PIC 50ML CATETERE S/AGO 1P";2100;"Strumenti sanitari            ";5;22;0,00
"906677950    ";"SIR PIC ULTRAFINE 5ML 14 10P  ";3200;"Prodotti sanitari             ";4;22;0,00
"903678845    ";"SKARFLEX S CREMA 30ML         ";32600;"Prodotti per il corpo         ";2;22;0,00
"931021885    ";"SKRIM 1G 20BUST               ";24200;"Integratori alimentari";2;10;0,00
"905034563    ";"SLEEPQUICK CUSCINO MEMORIA    ";75000;"Parafarmaci";1;22;0,00
"900441268    ";"SLIM KALORMECH 500ML          ";22000;"Erboristeria salut. preconf.  ";2;10;0,00
"900191230    ";"SLIMKOMBU 500ML               ";22000;"Erboristeria salut. preconf.  ";4;10;0,00
"920599053    ";"SLIP CONTR BODY PLUS BI LXL   ";19200;"Parafarmaci";1;22;0,00
"920599040    ";"SLIP CONTR BODY PLUS BI ML    ";19200;"Parafarmaci";2;22;0,00
"920599038    ";"SLIP CONTR BODY PLUS BI SM    ";19200;"Parafarmaci";1;22;0,00
"920599014    ";"SLIP CONTR BODY PLUS NE LXL   ";19200;"Parafarmaci";1;22;0,00
"920599002    ";"SLIP CONTR BODY PLUS NE ML    ";19200;"Parafarmaci";2;22;0,00
"920598998    ";"SLIP CONTR BODY PLUS NE SM    ";19200;"Parafarmaci";1;22;0,00
"920599026    ";"SLIP CONTR BODY PLUS NE XXL   ";19200;"Parafarmaci";1;22;0,00
"920599091    ";"SLIP CONTR BODY PLUS SKIN LXL ";19200;"Parafarmaci";2;22;0,00
"920599089    ";"SLIP CONTR BODY PLUS SKIN ML  ";19200;"Parafarmaci";2;22;0,00
"920599077    ";"SLIP CONTR BODY PLUS SKIN SM  ";19200;"Parafarmaci";1;22;0,00
"923486233    ";"SLIP SOTTOSENO CB PLUS BI LXL ";21600;"Parafarmaci";1;22;0,00
"923486221    ";"SLIP SOTTOSENO CB PLUS BI ML  ";21600;"Parafarmaci";2;22;0,00
"923486219    ";"SLIP SOTTOSENO CB PLUS BI SM  ";21600;"Parafarmaci";2;22;0,00
"923486207    ";"SLIP SOTTOSENO CB PLUS NER LXL";21600;"Parafarmaci";1;22;0,00
"923486195    ";"SLIP SOTTOSENO CB PLUS NERO ML";21600;"Parafarmaci";1;22;0,00
"923486183    ";"SLIP SOTTOSENO CB PLUS NERO SM";21600;"Parafarmaci";1;22;0,00
"923486260    ";"SLIP SOTTOSENO CB PLUS SKI LXL";21600;"Parafarmaci";1;22;0,00
"923486258    ";"SLIP SOTTOSENO CB PLUS SKIN ML";21600;"Parafarmaci";1;22;0,00
"923486245    ";"SLIP SOTTOSENO CB PLUS SKIN SM";21600;"Parafarmaci";2;22;0,00
"921773836    ";"SOFARGEN SPRAY MEDIC POLV 10G ";14500;"Prodotti sanitari             ";1;22;0,00
"934297452    ";"SOLE BIMBI CIRCUS 2-4 CONIGLIE";14900;"Parafarmaci";5;22;0,00
"934297437    ";"SOLE BIMBI CIRCUS 2-4 ELEFANT ";14900;"Parafarmaci";5;22;0,00
"934297425    ";"SOLE BIMBI CIRCUS 2-4 LEONCINO";14900;"Parafarmaci";6;22;0,00
"934297449    ";"SOLE BIMBI CIRCUS 2-4 ORSETTO ";14900;"Parafarmaci";5;22;0,00
"934297399    ";"SOLE BIMBI COOL BABY 0-2 CELES";16900;"Parafarmaci";2;22;0,00
"934297413    ";"SOLE BIMBI COOL BABY 0-2 FU/VI";16900;"Parafarmaci";2;22;0,00
"934297401    ";"SOLE BIMBI COOL BABY 0-2 VERDE";16900;"Parafarmaci";3;22;0,00
"934297464    ";"SOLE BIMBI MINOUCHE 6-8 AURORE";16900;"Parafarmaci";2;22;0,00
"934297514    ";"SOLE BIMBI MINOUCHE 6-8 CAP   ";16900;"Parafarmaci";2;22;0,00
"934297476    ";"SOLE BIMBI MINOUCHE 6-8 FLEUR ";16900;"Parafarmaci";1;22;0,00
"921382545    ";"SOLEI BALSAMO DOPOSOLE 150ML  ";9000;"Prodotti solari               ";25;22;0,00
"921382507    ";"SOLEI CR SOL VISO SPF50+ 50ML ";12000;"Prodotti solari               ";4;22;0,00
"921382457    ";"SOLEI LATTE SOLARE SPF50 150ML";15000;"Prodotti solari               ";8;22;0,00
"922582034    ";"SOLEI OLIO SEC SPR SPF30 125ML";13900;"Prodotti solari               ";3;22;0,00
"922582022    ";"SOLEI OLIO SEC SPR SPF50 125ML";12900;"Prodotti solari               ";3;22;0,00
"921382533    ";"SOLEI SPRAY SOL BB SPF30 150ML";15000;"Prodotti solari               ";9;22;0,00
"921382521    ";"SOLEI SPRAY SOL BB SPF50+ 150M";15000;"Prodotti solari               ";8;22;0,00
"921382471    ";"SOLEI SPRAY SOLARE SPF30 150ML";13900;"Prodotti solari               ";7;22;0,00
"921382469    ";"SOLEI SPRAY SOLARE SPF50+ 150M";15000;"Prodotti solari               ";17;22;0,00
"938728464    ";"SOLLIEVO BIO 45TAV            ";7400;"Erboristeria salut. preconf.  ";2;10;0,00
"938728452    ";"SOLLIEVO BIO 90TAV            ";11300;"Erboristeria salut. preconf.  ";1;10;0,00
"938728603    ";"SOLLIEVO BIO TISANA 20FILT 44G";7900;"Erboristeria salut. preconf.  ";2;10;0,00
"901249742    ";"SOLTUX 200ML                  ";11500;"Integratori alimentari";1;10;0,00
"939499190    ";"SOLUZIONE FISIOL 0,9% SOD CLO ";2400;"Parafarmaci";3;22;0,00
"931482816    ";"SOLUZIONE MICELLARE 3 IN 1    ";11900;"Prodotti viso/deterg./struc.  ";2;22;0,00
"933430706    ";"SOLUZIONE SCHOUM COLEST 28BUST";16900;"Integratori alimentari";1;10;0,00
"907762482    ";"SOLVIS                        ";39500;"Erboristeria salut. preconf.  ";1;10;0,00
"906678103    ";"SOMACOL 20CPS                 ";14500;"Integratori alimentari";1;10;0,00
"910863152    ";"SOMATOLINE C DEO SPRAY 75ML OS";11000;"Prodotti per il corpo         ";1;22;0,00
"922331335    ";"SOMATOLINE C LIFT EFF COLLO   ";41500;"Prodotti per il corpo         ";2;22;0,00
"912476951    ";"SOMATOLINE C PA/FIA 300ML     ";62500;"Prodotti per il corpo         ";2;22;0,00
"924760933    ";"SOMATOLINE C SNEL DREN GAMBE  ";35000;"Prodotti per il corpo         ";2;22;0,00
"923299440    ";"SOMATOLINE C SNEL NTT 10 400  ";51500;"Prodotti per il corpo         ";1;22;0,00
"931813808    ";"SONNOREX 30CPR 600MG          ";13300;"Integratori alimentari";1;10;0,00
"901585000    ";"SOS IN PHARMA ASS ASCELL 5PA  ";4900;"Parafarmaci";11;22;0,00
"900180720    ";"SOSINPHARMA SLIP MON UN M/L5PZ";4900;"Ausili sanitari               ";8;22;0,00
"922407717    ";"SOTTOVESTE SS CBODY P SKIN LXL";32800;"Parafarmaci";2;22;0,00
"922407705    ";"SOTTOVESTE SS CBODY P SKIN ML ";32800;"Parafarmaci";1;22;0,00
"922407693    ";"SOTTOVESTE SS CBODY P SKIN SM ";32800;"Parafarmaci";2;22;0,00
"920037835    ";"SOWASH IDROPULSORE +IDROGETTO ";32000;"Prodotti igiene dentale       ";2;22;0,00
"900321769    ";"SPAZZ ORALB ADVANTAGE PLUS 35S";2700;"Prodotti igiene dentale       ";1;22;0,00
"900996315    ";"SPAZZ ORALB ORTOD B11650      ";3800;"Prodotti igiene dentale       ";1;22;0,00
"904545480    ";"SPAZZ ORALB PULSAR M 35       ";4900;"Prodotti igiene dentale       ";2;22;0,00
"907208021    ";"SPAZZ ORALB STAGE 1           ";2500;"Prodotti igiene dentale       ";1;22;0,00
"933907976    ";"SPAZZOLINO DENTI 0-2 ANNI     ";4500;"Prodotti igiene del bambino   ";15;22;0,00
"933907990    ";"SPAZZOLINO DENTI 3-5 ANNI     ";4500;"Prodotti igiene del bambino   ";27;22;0,00
"933907988    ";"SPAZZOLINO DENTI 6-9 ANNI     ";4500;"Prodotti igiene del bambino   ";34;22;0,00
"900637810    ";"SPECCHIETTO DENTI 4           ";8650;"Prodotti sanitari             ";1;22;0,00
"930003633    ";"SPERGIN FORTE 12BUST          ";34000;"Integratori alimentari";3;10;0,00
"920802826    ";"SPERGIN Q10 16CPR             ";39500;"Integratori alimentari";1;10;0,00
"909467817    ";"SPIGELON 50TAV HEEL           ";8900;"Prodotti omeopatici           ";1;10;0,00
"922852114    ";"SPLENDA DISPENSER 300CPR      ";5500;"Prodotti dietetici            ";21;10;0,00
"904665611    ";"SPRAY GOLA BALS 7PIANTE 30ML  ";8600;"Erboristeria salut. preconf.  ";4;10;0,00
"920652221    ";"SPUGNETTA RETTANG MAKE UP DEL ";4200;"Parafarmaci";2;22;0,00
"930270588    ";"STAMINFLUX 30CPS              ";18000;"Integratori alimentari";2;10;0,00
"930270626    ";"STAMINFLUX CREMA GEL 100ML    ";17000;"Prodotti per il corpo         ";1;22;0,00
"908925264    ";"STAMPELLE LEGA S/AMMORT 1PA   ";31000;"Ausili sanitari               ";5;4;0,00
"900328562    ";"STERADENT TA PLUS 90CPR       ";12500;"Materiale per protesi         ";4;22;0,00
"901453922    ";"STERADENT ULTRA3 PLUS 40G     ";9800;"Materiale per protesi         ";3;22;0,00
"902235353    ";"STERIMAR CU SPRAY NASALE 100ML";12100;"Prodotti sanitari             ";2;22;0,00
"902235340    ";"STERIMAR SPRAY NASALE 50ML    ";9900;"Prodotti sanitari             ";1;22;0,00
"901041715    ";"STILDERM CR PROT GG COLLAGENE ";20000;"Prodotti viso, trattamento    ";1;22;0,00
"900209990    ";"STILDERM OZONIDI CR 50ML      ";23000;"Prodotti viso, trattamento    ";1;22;0,00
"930506821    ";"STILLADAY GTT OCUL AC IALUR   ";9900;"Prodotti sanitari             ";2;22;0,00
"938966342    ";"STIMUNEX GTT 30ML             ";18500;"Integratori alimentari";2;10;0,00
"903012591    ";"STIPOFF SCIROPPO 200ML        ";12900;"Integratori alimentari";2;10;0,00
"909475283    ";"STODAL GRANULI 80G            ";6500;"Prodotti omeopatici           ";1;10;0,00
"909475295    ";"STODAL SCIROPPO 200ML         ";11600;"Prodotti omeopatici           ";2;10;0,00
"902908615    ";"STOP HEMO TAMPONE EMOSTATICO  ";5850;"Ausili sanitari               ";2;22;0,00
"931482778    ";"STRUCCANTE BIFASICO 150 ML    ";11900;"Prodotti viso/deterg./struc.  ";2;22;0,00
"931482780    ";"STRUCCANTE OCCHI LABBRA 150 ML";10900;"Prodotti viso, trattamento    ";1;22;0,00
"913752717    ";"STRUMENTI MUSICALI TAMBURELLO ";13900;"Parafarmaci";2;22;0,00
"931998239    ";"SUAVINEX ANELLO DENTIZIO 1 +0M";5200;"Parafarmaci";2;22;0,00
"930581525    ";"SUAVINEX ANELLO DENTIZIO MUSIC";8900;"Parafarmaci";4;22;0,00
"931476749    ";"SUAVINEX BIB 150 ANAT SIL S1M ";8200;"Parafarmaci";5;22;0,00
"933938211    ";"SUAVINEX BIB 270 AN SIL S1M   ";8900;"Parafarmaci";6;22;0,00
"931476790    ";"SUAVINEX BIB 360 ANAT SIL S2M ";9200;"Parafarmaci";5;22;0,00
"930959958    ";"SUAVINEX BIB 360TETT ANAT LATT";9200;"Parafarmaci";5;22;0,00
"930581095    ";"SUAVINEX BIB L 150ML TETT LATT";8200;"Parafarmaci";3;22;0,00
"930581172    ";"SUAVINEX BIB L 150ML TETT SIL ";8200;"Parafarmaci";3;22;0,00
"930581119    ";"SUAVINEX BIB L 270ML TETT LATT";8900;"Parafarmaci";3;22;0,00
"930581184    ";"SUAVINEX BIB L 270ML TETT SIL ";8900;"Parafarmaci";3;22;0,00
"930581234    ";"SUAVINEX BIB L 360ML TETT SIL ";9200;"Parafarmaci";2;22;0,00
"930581145    ";"SUAVINEX BIB L150 TETT ANA LAT";8200;"Parafarmaci";4;22;0,00
"930581158    ";"SUAVINEX BIB L270 TETT ANA LAT";8900;"Parafarmaci";4;22;0,00
"930581133    ";"SUAVINEX BIB L360 TETT PAP LAT";9200;"Parafarmaci";4;22;0,00
"931998379    ";"SUAVINEX BIB270+SUCCH0/6+CL AZ";19200;"Parafarmaci";3;22;0,00
"931998393    ";"SUAVINEX BIB270+SUCCH0/6+CL RA";19200;"Parafarmaci";1;22;0,00
"934193398    ";"SUAVINEX BIBERON 270+360 ROCK ";13500;"Parafarmaci";6;22;0,00
"930581499    ";"SUAVINEX CAT OVALE            ";5900;"Parafarmaci";5;22;0,00
"930581501    ";"SUAVINEX CAT ROTONDA          ";5900;"Parafarmaci";8;22;0,00
"931063527    ";"SUAVINEX CATENELLA GIOIELLO AZ";5900;"Parafarmaci";2;22;0,00
"931063541    ";"SUAVINEX CATENELLA GIOIELLO RA";5900;"Parafarmaci";5;22;0,00
"934193424    ";"SUAVINEX CATENELLA OVALE ROCK ";5900;"Parafarmaci";6;22;0,00
"931588394    ";"SUAVINEX CATENELLA TESS SWEET ";5900;"Parafarmaci";2;22;0,00
"906061510    ";"SUAVINEX CPR STER 36PZ        ";7320;"Parafarmaci";2;22;0,00
"934193374    ";"SUAVINEX DOSAT LATTE POLV ROCK";8200;"Parafarmaci";5;22;0,00
"932542323    ";"SUAVINEX DOSATORE LATTE POLVER";8200;"Parafarmaci";5;22;0,00
"934193386    ";"SUAVINEX PORTASUCCH MONO ROCK ";5500;"Parafarmaci";11;22;0,00
"931476853    ";"SUAVINEX SCAT PORTASUCCHIETTO ";6200;"Parafarmaci";2;22;0,00
"932542285    ";"SUAVINEX SCOV PULISCI BIB DUO ";6200;"Parafarmaci";5;22;0,00
"933197422    ";"SUAVINEX SONAGLINO            ";6500;"Parafarmaci";2;22;0,00
"931477069    ";"SUAVINEX SPUGNA NAT PICC+BOX  ";5900;"Parafarmaci";1;22;0,00
"933197319    ";"SUAVINEX SPUGNA NATURALE GRAND";7200;"Parafarmaci";1;22;0,00
"906052865    ";"SUAVINEX STER MICROONDE       ";29160;"Parafarmaci";1;22;0,00
"934193448    ";"SUAVINEX SUC FUS AN SIL+12ROCK";5500;"Parafarmaci";9;22;0,00
"934193436    ";"SUAVINEX SUC FUS AN SIL+4ROCK ";5500;"Parafarmaci";11;22;0,00
"933938173    ";"SUAVINEX SUCCH AN SIL +12M 2PZ";8900;"Parafarmaci";6;22;0,00
"933939187    ";"SUAVINEX SUCCH AN TETT SIL +6M";5200;"Parafarmaci";1;22;0,00
"931572820    ";"SUAVINEX SUCCH ANA SIL 0/6M AZ";5200;"Parafarmaci";2;22;0,00
"931572818    ";"SUAVINEX SUCCH ANA SIL 0/6M RA";5200;"Parafarmaci";3;22;0,00
"931572844    ";"SUAVINEX SUCCH ANA SIL+6M AZ2P";8900;"Parafarmaci";3;22;0,00
"931572832    ";"SUAVINEX SUCCH ANA SIL+6M RA2P";8900;"Parafarmaci";2;22;0,00
"930581448    ";"SUAVINEX SUCCH ANA TET SI+6 2P";8900;"Parafarmaci";7;22;0,00
"930960582    ";"SUAVINEX SUCCH ANAT 0/6M LATT ";5200;"Parafarmaci";1;22;0,00
"930581412    ";"SUAVINEX SUCCH ANAT TET SIL0/6";5200;"Parafarmaci";1;22;0,00
"930960570    ";"SUAVINEX SUCCH ANAT+6+CAT CLI ";9500;"Parafarmaci";5;22;0,00
"931588370    ";"SUAVINEX SUCCH COMFORT AN 0/6M";5200;"Parafarmaci";1;22;0,00
"931588382    ";"SUAVINEX SUCCH COMFORT ANA +6M";5200;"Parafarmaci";2;22;0,00
"933938161    ";"SUAVINEX SUCCH D&N AN +6 X2   ";8900;"Parafarmaci";6;22;0,00
"930581386    ";"SUAVINEX SUCCH FUS AN LAT-2/+4";4000;"Parafarmaci";6;22;0,00
"930581374    ";"SUAVINEX SUCCH FUS AN+12M LAT2";8900;"Parafarmaci";2;22;0,00
"933939148    ";"SUAVINEX SUCCH FUS FIS LAT +4M";5200;"Parafarmaci";3;22;0,00
"933938223    ";"SUAVINEX SUCCH FUS FIS LAT-2+4";5200;"Parafarmaci";1;22;0,00
"930581451    ";"SUAVINEX SUCCH FUS TET F S-2+4";5200;"Parafarmaci";4;22;0,00
"930581463    ";"SUAVINEX SUCCH FUS TET FI SI+4";5200;"Parafarmaci";2;22;0,00
"930960568    ";"SUAVINEX SUCCH FUSION ANAT +4 ";5200;"Parafarmaci";5;22;0,00
"930960556    ";"SUAVINEX SUCCH FUSION ANAT2+4 ";5200;"Parafarmaci";2;22;0,00
"933197396    ";"SUAVINEX SUCCH ORT SIL+6M+CLI ";10200;"Parafarmaci";6;22;0,00
"933197360    ";"SUAVINEX SUCCH ORTOD SIL +6M  ";5900;"Parafarmaci";3;22;0,00
"933197345    ";"SUAVINEX SUCCH ORTOD SIL 0/6M ";5900;"Parafarmaci";3;22;0,00
"930581311    ";"SUAVINEX TETT ANAT LATT L1M 2P";6200;"Parafarmaci";3;22;0,00
"930581323    ";"SUAVINEX TETT ANAT LATT S2L 2P";6200;"Parafarmaci";5;22;0,00
"930960253    ";"SUAVINEX TETT ANAT LATT S2M 2P";6200;"Parafarmaci";3;22;0,00
"933197434    ";"SUAVINEX TETT ANAT SIL 1S 2PZ ";6200;"Parafarmaci";6;22;0,00
"931476814    ";"SUAVINEX TETT ANAT SIL S2 L 2P";6200;"Parafarmaci";4;22;0,00
"932822240    ";"SUAVINEX TETT ANAT SIL S2M 2PZ";6200;"Parafarmaci";3;22;0,00
"930581259    ";"SUAVINEX TETT LATT 3POS L 2PZ ";6200;"Parafarmaci";3;22;0,00
"930581273    ";"SUAVINEX TETT LATT ANAT 1S 2PZ";6200;"Parafarmaci";3;22;0,00
"932822188    ";"SUAVINEX TETT PAPP LATT +4M 2P";6200;"Parafarmaci";2;22;0,00
"932822277    ";"SUAVINEX TETT PAPP SIL +4M 2PZ";6200;"Parafarmaci";2;22;0,00
"933197446    ";"SUAVINEX TETT ROT LA LE +0M 2P";6200;"Parafarmaci";3;22;0,00
"933197459    ";"SUAVINEX TETT ROT SIL S 2PZ   ";6200;"Parafarmaci";2;22;0,00
"930960265    ";"SUAVINEX TETT SIL 3POS L 2PZ  ";6200;"Parafarmaci";5;22;0,00
"923526990    ";"SUCCHIETTO DECORATO FEM 0-6M  ";6640;"Ausili sanitari               ";3;22;0,00
"923527004    ";"SUCCHIETTO DECORATO MASC 6-18M";6640;"Ausili sanitari               ";2;22;0,00
"906584646    ";"SUCCO MELA CHIODATA 200ML     ";16900;"Erboristeria salut. preconf.  ";1;10;0,00
"912810987    ";"SUL FILO DEL RASOIO GEL BARBA ";6200;"Prodotti per uomo             ";3;22;0,00
"934407014    ";"SUNAGE 34,5G                  ";19800;"Integratori alimentari";4;10;0,00
"931106850    ";"SUPERALA 800 20CPR            ";24900;"Integratori alimentari";2;10;0,00
"908932700    ";"SUPPORTO WC                   ";89500;"Ausili sanitari               ";1;22;0,00
"924415235    ";"SUPRADYN ENERGY 70 CARAMELLE  ";9900;"Integratori alimentari";1;10;0,00
"905380960    ";"SUPRADYN JUNIOR 50CPR MASTIC  ";14750;"Integratori alimentari";2;10;0,00
"939226938    ";"SUPRADYN VITAL AGE 50+ 15CPR  ";12300;"Integratori alimentari";1;10;0,00
"908967680    ";"SURGICAL CINT REG AV 1        ";22000;"Ausili sanitari               ";1;4;0,00
"908975372    ";"SURGICAL CINT REG AV 2        ";22000;"Ausili sanitari               ";2;4;0,00
"908975384    ";"SURGICAL CINT REG AV 3        ";22000;"Ausili sanitari               ";3;4;0,00
"908975396    ";"SURGICAL CINT REG AV 4        ";22000;"Ausili sanitari               ";3;4;0,00
"909488809    ";"SURGICAL CINT REG AV 5        ";22000;"Ausili sanitari               ";2;4;0,00
"902139827    ";"SURGICAL CINT REG AV 6        ";22000;"Ausili sanitari               ";1;4;0,00
"938894920    ";"SUSTENIUM PLUS INT FORM 22BUST";20900;"Integratori alimentari";1;10;0,00
"924527397    ";"SUSTENIUM RELAX 1MG 14BUST    ";12250;"Integratori alimentari";1;10;0,00
"931160220    ";"SYREL 30CPS MOLLI             ";16500;"Integratori alimentari";1;10;0,00
"921319582    ";"SYSTANE BALANCE GTT OCUL 10ML ";20500;"Ausili sanitari               ";1;22;0,00
"931344067    ";"SYSTANE GEL DROPS 10ML        ";20500;"Prodotti sanitari             ";2;22;0,00
"903034294    ";"SYSTANE GTT OCULARI LUBR 10ML ";18000;"Ausili sanitari               ";1;22;0,00
"920242690    ";"SYSTANE ULTRA GTT OCULARI 10ML";18000;"Prodotti sanitari             ";1;22;0,00
"924453855    ";"T-BREAD 2PZ 45G               ";4900;"Prodotti dietetici            ";2;10;0,00
"924453879    ";"T-WAFER CACAO 41,9G           ";3700;"Prodotti dietetici            ";12;10;0,00
"924453867    ";"T-WAFER VANIGLIA 40,4G        ";3700;"Prodotti dietetici            ";12;10;0,00
"931656781    ";"TAE-X ACNIS CREMA 60ML        ";18500;"Prodotti solari               ";1;22;0,00
"900270315    ";"TAGLIACALLI 10LAME            ";6500;"Parafarmaci";5;22;0,00
"900268590    ";"TAGLIAUNGHIE MANICURE F315    ";3000;"Parafarmaci";6;22;0,00
"900270479    ";"TAGLIAUNGHIE PEDICURE F715    ";4100;"Parafarmaci";1;22;0,00
"930551015    ";"TAMPAX BLUE BOX LITES 20PZ    ";5900;"Prodotti igiene del corpo     ";1;22;0,00
"930551039    ";"TAMPAX BLUE BOX REGULAR 20PZ  ";5900;"Prodotti igiene del corpo     ";1;22;0,00
"930551027    ";"TAMPAX BLUE BOX SUPER 20PZ    ";5900;"Prodotti igiene del corpo     ";1;22;0,00
"930551041    ";"TAMPAX BLUE BOX SUPER PLUS 20 ";5900;"Prodotti igiene del corpo     ";1;22;0,00
"906048564    ";"TAMPAX COMPAK REG 16PZ        ";5900;"Prodotti igiene del corpo     ";1;22;0,00
"906048576    ";"TAMPAX COMPAK SUPER 16PZ      ";5900;"Prodotti igiene del corpo     ";1;22;0,00
"907902706    ";"TAMPONE ORO-FARINGEO          ";500;"Prodotti sanitari             ";4;22;0,00
"900666189    ";"TANNISOL VEBI 1TUBO 10CPR     ";3400;"Parafarmaci";1;22;0,00
"933333458    ";"TANTUM PROTACTIV ORIG 250ML NS";2990;"Prodotti igiene dentale       ";14;22;0,00
"933460103    ";"TANTUM PROTACTIV ORIG 500ML NS";5000;"Prodotti igiene dentale       ";2;22;0,00
"933333460    ";"TANTUM PROTACTIV SENS 250ML NS";2990;"Prodotti igiene dentale       ";2;22;0,00
"933333484    ";"TANTUM PROTACTIV WHIT 250ML NS";2990;"Prodotti igiene dentale       ";8;22;0,00
"933401123    ";"TANTUM ROSA 3-12 DET 250 PROMO";6900;"Prodotti igiene del corpo     ";5;22;0,00
"933401111    ";"TANTUM ROSA DIFESA 250ML PROMO";6900;"Prodotti igiene del corpo     ";2;22;0,00
"932216854    ";"TANTUM ROSA DIFESA DET 250ML  ";8900;"Prodotti igiene del corpo     ";1;22;0,00
"921900320    ";"TAPPO AURIC EAR BULLET 2PZ    ";1500;"Prodotti per il corpo         ";6;22;0,00
"908368160    ";"TAPPO AURIC EAR RODEX 2PZ     ";1300;"Ausili sanitari               ";7;22;0,00
"938269949    ";"TARASSACO CONCEN TOTALE 50OPR ";16000;"Erboristeria salut. preconf.  ";2;10;0,00
"906210087    ";"TARASSACO MONOCONC 75ML GTT   ";15000;"Erboristeria salut. preconf.  ";1;22;0,00
"935621401    ";"TAUMARIN FILO INTERD CLASS50MT";4100;"Prodotti igiene dentale       ";1;22;0,00
"900703339    ";"TAUMARIN SPAZZ ANTITART NOR DU";3600;"Prodotti igiene dentale       ";1;22;0,00
"900703366    ";"TAUMARIN SPAZZ ANTITART SPEC M";3600;"Prodotti igiene dentale       ";1;22;0,00
"905171233    ";"TAURETINA 30CPS               ";21000;"Integratori alimentari";1;10;0,00
"922583378    ";"TAVOLETTA CAFFE' S/Z E S/G    ";3700;"Integratori alimentari";3;10;0,00
"922583380    ";"TAVOLETTA FOND ARA/CAN S/Z S/G";3700;"Integratori alimentari";2;10;0,00
"921720835    ";"TAVOLETTA LATTE CAPRA 50G     ";3700;"Integratori alimentari";5;10;0,00
"921719985    ";"TAVOLETTA LATTE COCCO 50G     ";3700;"Integratori alimentari";5;10;0,00
"921720886    ";"TAVOLETTA LATTE PECORA 50G    ";3700;"Integratori alimentari";5;10;0,00
"922583354    ";"TAVOLETTA LATTE S/Z E S/G     ";3700;"Integratori alimentari";1;10;0,00
"921720898    ";"TAVOLETTA LATTE SOIA 50G      ";3700;"Integratori alimentari";3;10;0,00
"903449142    ";"TEA TREE OIL 10ML             ";10000;"Erboristeria salut. preconf.  ";1;22;0,00
"920597085    ";"TEA TREE OLIO ESS 10ML        ";15800;"Integratori alimentari";2;10;0,00
"926255175    ";"TECNIWORK ZOC PROFESS BI 35/36";35000;"Parafarmaci";1;22;0,00
"926255187    ";"TECNIWORK ZOC PROFESS BI 36/37";35000;"Parafarmaci";1;22;0,00
"926255199    ";"TECNIWORK ZOC PROFESS BI 37/38";35000;"Parafarmaci";1;22;0,00
"926255201    ";"TECNIWORK ZOC PROFESS BI 38/39";35000;"Parafarmaci";1;22;0,00
"926255213    ";"TECNIWORK ZOC PROFESS BI 39/40";35000;"Parafarmaci";1;22;0,00
"926255237    ";"TECNIWORK ZOC PROFESS BI 41/42";35000;"Parafarmaci";1;22;0,00
"926255249    ";"TECNIWORK ZOC PROFESS BI 42/43";35000;"Parafarmaci";1;22;0,00
"926255338    ";"TECNIWORK ZOC PROFESS BL 40/41";35000;"Parafarmaci";1;22;0,00
"926255365    ";"TECNIWORK ZOC PROFESS BL 43/44";35000;"Parafarmaci";1;22;0,00
"926255845    ";"TECNIWORK ZOC PROFESS VE 36/37";35000;"Parafarmaci";1;22;0,00
"926255858    ";"TECNIWORK ZOC PROFESS VE 37/38";35000;"Parafarmaci";1;22;0,00
"926255860    ";"TECNIWORK ZOC PROFESS VE 38/39";35000;"Parafarmaci";1;22;0,00
"926255872    ";"TECNIWORK ZOC PROFESS VE 39/40";35000;"Parafarmaci";1;22;0,00
"926255884    ";"TECNIWORK ZOC PROFESS VE 40/41";35000;"Parafarmaci";1;22;0,00
